18台,mitv://generationnexxxt.com:19806/c79250e95abb41a0af77631c77d30ed3
GTV网络棋牌,http://live.aishang.ctlcdn.com/00000110240319_1/playlist.m3u8?CONTENTID=00000110240319_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
HALLMARK DRAMA,http://w.nasvpn.xyz:8080/live/saya/saya/16204.ts?blog.ntnas.top
HALLMARK,http://w.nasvpn.xyz:8080/live/saya/saya/16203.ts?blog.ntnas.top
Hands Up,mitv://generationnexxxt.com:19806/b6d434cd7ddb4328ad51fe0eb95b22fa
harmoni,http://w.nasvpn.xyz:8080/live/saya/saya/13854.ts?blog.ntnas.top
HBO Family,mitv://generationnexxxt.com:19806/b5fd15fabf5f496c8aeb1169debdecb0
HBO,http://218.202.220.2:5000/nn_live.m3u8?id=HBO
HBO,mitv://generationnexxxt.com:19806/8cfe0b79b15646bdb56b5cfac4de3d6e
HBO2,http://161.0.157.5/PLTV/88888888/224/3221227026/03.m3u8
HBO原创巨献,mitv://generationnexxxt.com:19806/204ee05399b54af1bdd27f54ee46d5b9
HBO强档巨献,mitv://generationnexxxt.com:19806/1bb473a5fe3c4feda0eb06c69eed600d
HGTV (ENG),http://w.nasvpn.xyz:8080/live/saya/saya/16206.ts?blog.ntnas.top
HGTV HD,http://w.nasvpn.xyz:8080/live/saya/saya/3294.ts?blog.ntnas.top
HGTV,http://w.nasvpn.xyz:8080/live/saya/saya/16584.ts?blog.ntnas.top
HGTV居家乐活频道,mitv://generationnexxxt.com:19806/d5dbff4cecc84a6f909fa8aae713ed0a
History HD (ENG),http://w.nasvpn.xyz:8080/live/saya/saya/16207.ts?blog.ntnas.top
HITS Movies,mitv://generationnexxxt.com:19806/07127db0723f4ca2b59b5dd09b87a843
HITS,http://w.nasvpn.xyz:8080/live/saya/saya/7047.ts?blog.ntnas.top
HITS,mitv://generationnexxxt.com:19806/afa7df13dc6e49cdbbecacc7c2d3e19c
HKC 18,mitv://generationnexxxt.com:19806/1e74487f53854817b2abe96a4e268832
HKC直播新闻台,mitv://generationnexxxt.com:19806/e2b92f10a3d443af912d7e75f3179053
HOY TV,mitv://generationnexxxt.com:19806/6aac5cc8212145459a641e2509f775d3
HOY资讯台,mitv://generationnexxxt.com:19806/f3f79071c8fc40d8a35ba578261b4d94
Hub Premier 1,mitv://generationnexxxt.com:19806/30c10d33b6e448b79185b2b911f4a0e3
Hub Premier 2,mitv://generationnexxxt.com:19806/4765b5e18d0a4b7599cd584905cdecc6
Hub Premier 3,mitv://generationnexxxt.com:19806/45a68a6dff0c4a3686547f4ff7ffc934
Hub Premier 4,mitv://generationnexxxt.com:19806/63c113c5000c33e60c09bddc378b7580    
Hub Premier 5,mitv://generationnexxxt.com:19806/e12f46eede644109b357ac12fc71fbce
Hub Sports 1,mitv://generationnexxxt.com:19806/19e84783747045f491ec33a4b9abed7f
Hub Sports 2,mitv://generationnexxxt.com:19806/ede84b95f9b84947a5bb90aedca26bd6
Hub Sports 3,mitv://generationnexxxt.com:19806/5e7d51626d41489eba1ce2cff22941ca
Hub Sports 4,mitv://generationnexxxt.com:19806/6abf74002ad14d2f897b36b071e15bb5
Hub Sports 5,mitv://generationnexxxt.com:19806/dd3c643ece7f4328b378c63ababbc521
Hub娱家,mitv://generationnexxxt.com:19806/645c74d80002def46afd4af57b744ca1
Hub都会台,mitv://generationnexxxt.com:19806/645c74d7000adccb6afd49206a723c63
i-Fun动漫台,mitv://generationnexxxt.com:19806/636f9bc9fd1e4caeae7cfbf6f37247c2
IFC,http://w.nasvpn.xyz:8080/live/saya/saya/16208.ts?blog.ntnas.top
IPTV-5+,http://ct.whosayssowhat.top:4022/udp/239.77.0.176:5146
J2,mitv://generationnexxxt.com:19806/5b257c5e65d4419487e1f0c54c6ec746
Japan24news,https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
JET综合台,mitv://generationnexxxt.com:19806/366e7db9d45a4f9181754b4859ee5a37
JIBS SBS,http://123.140.197.22/stream/1/play.m3u8
JKN 18,mitv://generationnexxxt.com:19806/0df418fddf7446a5869f69f1418415d6
K Plus,http://w.nasvpn.xyz:8080/live/saya/saya/3350.ts?blog.ntnas.top
K+,http://w.nasvpn.xyz:8080/live/saya/saya/7048.ts?blog.ntnas.top
KBC SBS,http://ye23.win/iptv/korea2021.php?id=KBC
KBC 광주방송 (SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
KBC(SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
KBS World,https://livecdn.fptplay.net:443/sdb/kbs_hls.smil/playlist.m3u8
KBS World,mitv://generationnexxxt.com:19806/13976cd6b8244c6b9f724b9ae010db24
KBS-1,http://ye23.vip/z7z8/2021/kbs2020.php?id=1
KBS-2,http://ye23.vip/z7z8/2021/kbs2020.php?id=2
KBS-WORLD,http://ye23.vip/z7z8/2021/kbs2020.php?id=3
KBS1,http://pull-l3-cny.douyincdn.com/third/stream-da1f0d9f19a7ad52a9675a58e08de24b.m3u8
KBS2,http://pull-l3-cny.douyincdn.com/third/stream-9accc1d4ae7e4bfa7350249c05a0e3af.m3u8
KCTV 광주,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8
KCTV,http://ye23.win/iptv/korea2021.php?id=KCTV
KIX,http://w.nasvpn.xyz:8080/live/saya/saya/7049.ts?blog.ntnas.top
KIX,mitv://generationnexxxt.com:19806/c99d841f15534a7e8a55b8854b4a4c68
KLT-靖天国际台,mitv://generationnexxxt.com:19806/7978930f97864b1491bcb0ea2b5cfd9a
korea TV,http://ye23.win/iptv/korea2021.php?id=korea
Lifetime HD (ENG),http://w.nasvpn.xyz:8080/live/saya/saya/16209.ts?blog.ntnas.top
Lifetime,mitv://generationnexxxt.com:19806/97c15c6e7e0c47ffacd00baf47d3e149
LONGHORN,http://w.nasvpn.xyz:8080/live/saya/saya/16211.ts?blog.ntnas.top
Loupe 4K,http://d2dw21aq0j0l5c.cloudfront.net/playlist.m3u8
Loupe 4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
Love Nature 4K,http://w.nasvpn.xyz:8080/live/saya/saya/3214.ts?blog.ntnas.top
Love Nature,mitv://generationnexxxt.com:19806/5760ad42761742608f77a8020865de23
Lukthung TV,http://w.nasvpn.xyz:8080/live/saya/saya/5234.ts?blog.ntnas.top
LUKTUNG NETWORK,http://w.nasvpn.xyz:8080/live/saya/saya/5246.ts?blog.ntnas.top
LUXE TV,mitv://generationnexxxt.com:19806/8875b6eeac9041068c2b5f5de569e15c
MBC,http://pull-l3-cny.douyincdn.com/third/stream-4f444d2b71e8fbab0a8802b9fa23ea5b.m3u8
Mediacorp 5,mitv://generationnexxxt.com:19806/4862ceabb95244c89ae22101724aab22
Mediacorp 8,mitv://generationnexxxt.com:19806/7e5effe47ceb4d62a4052565eb3ea138
Mediacorp U,mitv://generationnexxxt.com:19806/c0adca0b6eff436090ff94baf3238705
Mezzo Live,mitv://generationnexxxt.com:19806/96296c5aed6d415fbe251b2d5fe370d2
mio Sports 1,mitv://generationnexxxt.com:19806/fdb9668d74fa4a0b9810d7c18f81fc2f
mio Sports 2,mitv://generationnexxxt.com:19806/47475a2ae4d34acb84287280dfe6af6d
mio Sports 3,mitv://generationnexxxt.com:19806/17849ab6b4cb4a908f68d0b3a2d62041
MLB 725,http://w.nasvpn.xyz:8080/live/saya/saya/16217.ts?blog.ntnas.top
Momo TV,http://50.7.238.114:8278/momo1_twn/playlist.m3u8?tid=MFFF9797479997974799&ct=19249&tsum=0bd9dac79cd373cc918357d3199c8b22
MOMO亲子台,mitv://generationnexxxt.com:19806/907144e34cfe44629881f993618ab652
MOTO,http://mysisli.com/md2/all-fail-compilation/tracks-v1a1/mono.m3u8
Movie Kingdom,http://w.nasvpn.xyz:8080/live/saya/saya/5225.ts?blog.ntnas.top
MSNBC,mitv://generationnexxxt.com:19806/5fc533303c5d441399659b073cf2eb7d
MTN,http://ye23.win/iptv/korea2021.php?id=MTN
MTV Live,mitv://generationnexxxt.com:19806/2f4e8dd5a93e4fb58ad8ef6edb6a7939
MTV,mitv://generationnexxxt.com:19806/15683e7c18794b389ca5f5e6df4059bf
MUZZIK ZZ4000 4K,http://muzzik-live.morescreens.com/mts-a6/playlist.m3u8
myStream,http://ye23.win/iptv/korea2021.php?id=myStream
nasional,http://w.nasvpn.xyz:8080/live/saya/saya/13851.ts?blog.ntnas.top
Nat Geo Wild,mitv://generationnexxxt.com:19806/34985bd801fe463eaeb7b6f101f52e6a
NATIONAL GEOGRAFIG 4K,http://w.nasvpn.xyz:8080/live/saya/saya/5765.ts?blog.ntnas.top
National Geographi,http://w.nasvpn.xyz:8080/live/saya/saya/4661.ts?blog.ntnas.top
NBA HD,http://w.nasvpn.xyz:8080/live/saya/saya/13302.ts?blog.ntnas.top
NBA,mitv://generationnexxxt.com:19806/5b95cc5301f240d4a3d4f5dca4379c77
NBT HD,http://w.nasvpn.xyz:8080/live/saya/saya/5202.ts?blog.ntnas.top
NDTV India (480p),http://w.nasvpn.xyz:8080/live/saya/saya/4303.ts?blog.ntnas.top
NDTV Profit (480p),http://w.nasvpn.xyz:8080/live/saya/saya/4305.ts?blog.ntnas.top
NDTV Profit (480p),http://w.nasvpn.xyz:8080/live/saya/saya/4306.ts?blog.ntnas.top
NDTV,mitv://generationnexxxt.com:19806/0221cf9f3cd04a6aa57f961681feddbf
NEWS1 HD,http://w.nasvpn.xyz:8080/live/saya/saya/5205.ts?blog.ntnas.top
NHK BSP,http://203.162.235.41:16910
NHK,http://203.162.235.41:16901
NHK,http://nhkwtvglobal-i.akamaihd.net/hls/live/263941/nhkwtvglobal/index_1180.m3u8
NHK-综合,http://203.162.235.41:16903
NHK·华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8?zshijd
NHK新闻资讯台,mitv://generationnexxxt.com:19806/c166b27a227c4a60aeeec3853f0dd019
Nice TV靖天欢乐台,mitv://generationnexxxt.com:19806/5c5b6ec64d3b40c69f8cb895c32d617b
Nick Jr.,mitv://generationnexxxt.com:19806/cc89c6d5e4f8402bb4ba4871a4a2ecc3
Nick Jr.,mitv://generationnexxxt.com:19806/ea098f61e18044b2937609a676372ce6
Nickelodeon,mitv://generationnexxxt.com:19806/4b4011ebc155441f843369ab40f15246
Nippon TV,http://203.162.235.41:16905
Now Sports Prime,mitv://generationnexxxt.com:19806/8734d13ab77847c889d294ca6ba598b4
NOW TV,http://live.italkdd.com/cds160/hls/channel003/channel003_2000.m3u8
now华剧台,http://live.italkdd.com/cds160/hls/channel004/channel004_2000.m3u8
now新闻台,mitv://generationnexxxt.com:19806/eb7c688010c04448a100c8ee580c7650
now财经台,mitv://generationnexxxt.com:19806/8ac0052b49734a79b55f08031309a7d0
NTV7,mitv://generationnexxxt.com:19806/f6dd26ec80434c55863638521b65a72a
nurislam,http://w.nasvpn.xyz:8080/live/saya/saya/13855.ts?blog.ntnas.top
One Golf,http://w.nasvpn.xyz:8080/live/saya/saya/5229.ts?blog.ntnas.top
One Golf,http://w.nasvpn.xyz:8080/live/saya/saya/5230.ts?blog.ntnas.top
ONE HD-eng,http://w.nasvpn.xyz:8080/live/saya/saya/3239.ts?blog.ntnas.top
ONE HD-IDN,http://w.nasvpn.xyz:8080/live/saya/saya/4102.ts?blog.ntnas.top
ONE,mitv://generationnexxxt.com:19806/fe8418419f4f43faafe1118178487e5f
OpvN,https://livecdn.fptplay.net/sdc/quocphongvnhd_hls.smil/chunklist_b2800000.m3u8?zshijd
OUTDOOR,mitv://generationnexxxt.com:19806/a9057d3e926c44ef91b5b75884c73e70
pelangi,http://w.nasvpn.xyz:8080/live/saya/saya/13853.ts?blog.ntnas.top
pilihan,http://w.nasvpn.xyz:8080/live/saya/saya/13852.ts?blog.ntnas.top
Pratidin Time (360p),http://w.nasvpn.xyz:8080/live/saya/saya/4314.ts?blog.ntnas.top
PREMIER FOOTBALL HD 1,http://w.nasvpn.xyz:8080/live/saya/saya/13312.ts?blog.ntnas.top
PREMIER FOOTBALL HD 2,http://w.nasvpn.xyz:8080/live/saya/saya/13313.ts?blog.ntnas.top
PREMIER FOOTBALL HD 3,http://w.nasvpn.xyz:8080/live/saya/saya/13314.ts?blog.ntnas.top
PREMIER FOOTBALL HD 4,http://w.nasvpn.xyz:8080/live/saya/saya/13315.ts?blog.ntnas.top
PREMIER FOOTBALL HD 5,http://w.nasvpn.xyz:8080/live/saya/saya/13316.ts?blog.ntnas.top
PREMIERE,http://w.nasvpn.xyz:8080/live/saya/saya/16588.ts?blog.ntnas.top
PREMIERE,http://w.nasvpn.xyz:8080/live/saya/saya/16589.ts?blog.ntnas.top
PREMIERE,http://w.nasvpn.xyz:8080/live/saya/saya/16590.ts?blog.ntnas.top
PRIMA,http://w.nasvpn.xyz:8080/live/saya/saya/176.ts?blog.ntnas.top
Prime Canada TV (720p),http://w.nasvpn.xyz:8080/live/saya/saya/4315.ts?blog.ntnas.top
Punjabi TV (720p),http://w.nasvpn.xyz:8080/live/saya/saya/4317.ts?blog.ntnas.top
QVC Japan,https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8
Red Bull TV,http://w.nasvpn.xyz:8080/live/saya/saya/7056.ts?blog.ntnas.top
ROCK ENTERTAINMENT,http://w.nasvpn.xyz:8080/live/saya/saya/7052.ts?blog.ntnas.top
ROCK Entertainment,mitv://generationnexxxt.com:19806/8657d9cc8900447d9814560be3beac66
ROCK EXTREME,http://w.nasvpn.xyz:8080/live/saya/saya/7051.ts?blog.ntnas.top
ROCK Extreme,mitv://generationnexxxt.com:19806/39360186c23447c994dd090a9b585535
Santhora Short Flim (720p),http://w.nasvpn.xyz:8080/live/saya/saya/4322.ts?blog.ntnas.top
Santhora TV (720p),http://w.nasvpn.xyz:8080/live/saya/saya/4323.ts?blog.ntnas.top
Santhora TV (720p),http://w.nasvpn.xyz:8080/live/saya/saya/4324.ts?blog.ntnas.top
Sardari TV (1080p),http://w.nasvpn.xyz:8080/live/saya/saya/4325.ts?blog.ntnas.top
SBS,http://pull-l3-cny.douyincdn.com/third/stream-d10b659225b3738937372b8835b94f1c.m3u8
SBS,http://ye23.win/iptv/sbs5.1.php?id=S01
SBS-Biz,http://ye23.win/iptv/sbs5.1.php?id=S06
SBS-Fun,http://ye23.win/iptv/sbs5.1.php?id=S04
SBS-Golf,http://ye23.win/iptv/sbs5.1.php?id=S05
SBS-GorealraM,http://ye23.win/iptv/sbs5.1.php?id=S19
SBS-LOVE,http://ye23.win/iptv/sbs5.1.php?id=S08
SBS-MTV,http://ye23.win/iptv/sbs5.1.php?id=S09
SBS-Plus,http://ye23.win/iptv/sbs5.1.php?id=S03
SBS-POWER,http://ye23.win/iptv/sbs5.1.php?id=S07
SBS-Sports,http://ye23.win/iptv/sbs5.1.php?id=S02
sci-fi,http://w.nasvpn.xyz:8080/live/saya/saya/7773.ts?blog.ntnas.top
SENSASI,http://w.nasvpn.xyz:8080/live/saya/saya/16539.ts?blog.ntnas.top
Shop Channel,https://stream3.shopch.jp/HLS/master.m3u8
SHOWCASE MOVIES,mitv://generationnexxxt.com:19806/56176fb5dbb04b59991f3b9ecc073636
Shubhsandesh (576p),http://w.nasvpn.xyz:8080/live/saya/saya/4332.ts?blog.ntnas.top
SiTV欢笑剧场4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8?blog.ntnas.top
Sky News,mitv://generationnexxxt.com:19806/f8dac63548a64c95a641a5b898bd379b
SKYNET SPORT 1,http://w.nasvpn.xyz:8080/live/saya/saya/13299.ts?blog.ntnas.top
SKYNET SPORT 3,http://w.nasvpn.xyz:8080/live/saya/saya/13308.ts?blog.ntnas.top
SKYNET SPORT 4,http://w.nasvpn.xyz:8080/live/saya/saya/13309.ts?blog.ntnas.top
SKYNET SPORT 5,http://w.nasvpn.xyz:8080/live/saya/saya/13310.ts?blog.ntnas.top
SKYNET SPORT 6,http://w.nasvpn.xyz:8080/live/saya/saya/13303.ts?blog.ntnas.top
Sony Gem,http://w.nasvpn.xyz:8080/live/saya/saya/3349.ts?blog.ntnas.top
SPORT TV 1,http://w.nasvpn.xyz:8080/live/saya/saya/13317.ts?blog.ntnas.top
SPORT TV 2,http://w.nasvpn.xyz:8080/live/saya/saya/13318.ts?blog.ntnas.top
SPORT TV 3,http://w.nasvpn.xyz:8080/live/saya/saya/13319.ts?blog.ntnas.top
SPORT TV 4,http://w.nasvpn.xyz:8080/live/saya/saya/13320.ts?blog.ntnas.top
SPORT TV 5,http://w.nasvpn.xyz:8080/live/saya/saya/13321.ts?blog.ntnas.top
SportV,http://w.nasvpn.xyz:8080/live/saya/saya/16570.ts?blog.ntnas.top
SportV2,http://w.nasvpn.xyz:8080/live/saya/saya/16571.ts?blog.ntnas.top
SportV2,http://w.nasvpn.xyz:8080/live/saya/saya/16572.ts?blog.ntnas.top
SportV3,http://w.nasvpn.xyz:8080/live/saya/saya/16573.ts?blog.ntnas.top
SPOTV TRUEVISION 2,http://w.nasvpn.xyz:8080/live/saya/saya/13306.ts?blog.ntnas.top
SPOTV TRUEVISION,http://w.nasvpn.xyz:8080/live/saya/saya/13297.ts?blog.ntnas.top
SPOTV,mitv://generationnexxxt.com:19806/404e23142cb742dcafdda252adf1a0d8
Star Movies Gold,mitv://generationnexxxt.com:19806/eb4484443220443988dee0facb910084
Star Movies HD,mitv://generationnexxxt.com:19806/b4683609ce064f889d29bf6299737c7b
Star Vijay HD CH221,http://w.nasvpn.xyz:8080/live/saya/saya/7770.ts?blog.ntnas.top
Star Vijay,mitv://generationnexxxt.com:19806/29fed2fdd6db48a394239f597a3951af
STAR World,mitv://generationnexxxt.com:19806/e8cba7e768be46e4b259ca2c05d24585
START MOVIE,http://w.nasvpn.xyz:8080/live/saya/saya/4106.ts?blog.ntnas.top
STLHD,http://playbackn5.aotg-video.astro.com.my/CH1/master_ARENA_8.m3u8
SUN TV,mitv://generationnexxxt.com:19806/4e752f5352564450929880e2db0822a8
Suria,mitv://generationnexxxt.com:19806/5504a94519d344eeb3ee33129ca87e6e
TA-DAA!,mitv://generationnexxxt.com:19806/dee95d9b9de7493ea3445bf5cec1125d
Taiwan+,mitv://generationnexxxt.com:19806/5b6ee93571324f81959ee26532b3e6d9
TBS,http://203.162.235.41:16907
TBS,http://ye23.win/iptv/korea2021.php?id=TBS-a
Tennis,http://w.nasvpn.xyz:8080/live/saya/saya/5228.ts?blog.ntnas.top
The Weather Channel,mitv://generationnexxxt.com:19806/266b32364dd24f77b8c8f924c3e4b201
The Weather Network,mitv://generationnexxxt.com:19806/53f911f40cb149f5aa14cd4a963e15e3
THRILL,http://w.nasvpn.xyz:8080/live/saya/saya/179.ts?blog.ntnas.top
Thrill,mitv://generationnexxxt.com:19806/bd95480c0ef643b499eb9a20111b9e42
TJB SBS,http://ye23.win/iptv/korea2021.php?id=TJB
TJB 대전방송 (SBS 大田),http://1.245.74.5:1935/live/tv/.m3u8
TJB(SBS 大田),http://1.245.74.5:1935/live/tv/.m3u8
TLC旅游生活,mitv://generationnexxxt.com:19806/75ada6f6a2f14974876c17465b016a31
TNN 16,mitv://generationnexxxt.com:19806/714715de5cfd4051a54105cc4ef30af6
TRACE Sport Stars,mitv://generationnexxxt.com:19806/7e2a39192fb948aabae9d91cbef76e8f
Travel Channel,mitv://generationnexxxt.com:19806/7fa24c1035c74a01a705cfb24d89bfa6
TRAVEL HD,http://31.13.223.104:1935/travel/community.stream/playlist.m3u8
TRT 4k备,http://4e87b8a2.rossteleccom.net/iptv/UWSCNHYFPPFSA5/4001/index.m3u8
TRUE SPORT HD1,http://w.nasvpn.xyz:8080/live/saya/saya/13301.ts?blog.ntnas.top
TRUE SPORT HD2,http://w.nasvpn.xyz:8080/live/saya/saya/13322.ts?blog.ntnas.top
TRUE SPORT HD3,http://w.nasvpn.xyz:8080/live/saya/saya/13323.ts?blog.ntnas.top
TRUE SPORT HD4,http://w.nasvpn.xyz:8080/live/saya/saya/13324.ts?blog.ntnas.top
TV Asahi,http://203.162.235.41:16906
TV IKIM,http://w.nasvpn.xyz:8080/live/saya/saya/869.ts?blog.ntnas.top
TV1,http://w.nasvpn.xyz:8080/live/saya/saya/16574.ts?blog.ntnas.top
TV1,mitv://generationnexxxt.com:19806/199b9e00962a4b11afad0f30c9a85273
TV2,http://w.nasvpn.xyz:8080/live/saya/saya/16575.ts?blog.ntnas.top
TV2,mitv://generationnexxxt.com:19806/80492191a2f348cdaae948bbad75fb1d
TV3 B,http://w.nasvpn.xyz:8080/live/saya/saya/7836.ts?blog.ntnas.top
TV3 HD,http://w.nasvpn.xyz:8080/live/saya/saya/5149.ts?blog.ntnas.top
TV3,mitv://generationnexxxt.com:19806/0043f014b8104c668fc21836fadc0f8c
TV5MONDE Style 生活时尚,mitv://generationnexxxt.com:19806/866598fa22ac4b94b3ca40729051b356
TV5Monde,mitv://generationnexxxt.com:19806/a63c41e7f4da418e87a70513b95e00e8
TV8 HD,http://w.nasvpn.xyz:8080/live/saya/saya/6.ts?blog.ntnas.top
TV9,mitv://generationnexxxt.com:19806/b243573e444e4b349c67c347a0e6398f
TVBS HD,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=MEFE3093330530933305&ct=19249&tsum=ce6b5e9293b3618104ad53084745a223
TVBS,mitv://generationnexxxt.com:19806/323a98aa30f845d0acc574b160cf90ef
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,mitv://generationnexxxt.com:19806/51b47809458149ef9e101f3a931bb90b
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS新闻台,mitv://generationnexxxt.com:19806/c7c90c4ae22d4b40bb11245d092a91a6
TVBS欢乐,http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?tid=MA5A9262292692622926&ct=19254&tsum=cd369d68a5d2c1a2fa04df748cda142c
TVBS欢乐台,mitv://generationnexxxt.com:19806/6972f045bcf341a2a7913e56616f0e4c
TVBS精彩HD,http://122.146.68.116:4014/VideoInput/play.ts
TVBS精采台,mitv://generationnexxxt.com:19806/b19a6e53c8c24714a0047fd82b4d1cd4
TVB动作大片,https://live.goodiptv.club/api/huya.php?id=23865036
TVB娱乐新闻台,mitv://generationnexxxt.com:19806/848a03e76f384291ad44aea2428a493b
TVB官方,https://live.goodiptv.club/api/huya.php?id=23735126
TVB星河(粤),mitv://generationnexxxt.com:19806/e97b377b8f7f485e90f623462567bfce
TVB爱情故事,https://live.goodiptv.club/api/huya.php?id=23863818
TVB翡翠台HD,http://123.207.42.38/tvb.php?type=jade
TVB追剧小能手,https://live.goodiptv.club/api/huya.php?id=23865179
TVN HD,http://w.nasvpn.xyz:8080/live/saya/saya/1039.ts?blog.ntnas.top
TVN MOVIE,http://w.nasvpn.xyz:8080/live/saya/saya/7055.ts?blog.ntnas.top
tvN Movies HD,http://w.nasvpn.xyz:8080/live/saya/saya/4684.ts?blog.ntnas.top
tvN Movies HD,mitv://generationnexxxt.com:19806/d2898c0619144bcf8ffed6e5d464b9be
tvN,mitv://generationnexxxt.com:19806/645fb9b800079c5f77c2572e6a78418d
TVS,mitv://generationnexxxt.com:19806/7448c1f49b2c428e85749720731d6566
ULTRA NATURE TV 4K,http://185.236.229.31:9981/play/a01d
UNIFI SPORT 2,http://w.nasvpn.xyz:8080/live/saya/saya/5357.ts?blog.ntnas.top
Unknown_16040,http://w.nasvpn.xyz:8080/live/saya/saya/16583.ts?blog.ntnas.top
Vasantham,mitv://generationnexxxt.com:19806/2e41fd0e25664a4cb5e6debd59ea5d27
ViuTV,mitv://generationnexxxt.com:19806/cfb7d83c154b454bba0c1f214cde330d
ViuTVsix,mitv://generationnexxxt.com:19806/59d2e5d09a124881af8bca46c7c1df72
VTC13 4K,http://vcdn1.vtc.gov.vn:1935/m_4k/smil:4k.smil/playlist.m3u8?$3840x2160
WARNER TV,mitv://generationnexxxt.com:19806/f83fcc6c405a4059a1ab3dc667829c79
WB TV,http://w.nasvpn.xyz:8080/live/saya/saya/5213.ts?blog.ntnas.top
White Channel,http://w.nasvpn.xyz:8080/live/saya/saya/5207.ts?blog.ntnas.top
WOWOW Prime,http://203.162.235.41:16916
WWE Network HD,http://w.nasvpn.xyz:8080/live/saya/saya/5337.ts?blog.ntnas.top
WWE,mitv://generationnexxxt.com:19806/eccaf1aaa3b34d6ebebae1dd3bceab5a
Yateem TV,http://w.nasvpn.xyz:8080/live/saya/saya/5208.ts?blog.ntnas.top
YOYOTV,http://live.italkdd.com/cds160/hls/channel025/channel025_2000.m3u8
YTN,http://ye23.win/iptv/korea2021.php?id=ytn
Zee Tamil,mitv://generationnexxxt.com:19806/32471c97d8eb40febf5eec585b707bfd
Z频道,mitv://generationnexxxt.com:19806/47e4d8bcd487437ea30654e8ae99dbfd
【Hunter】动漫热血老贼冒险,http://epg.112114.xyz/douyu/6610883
【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
【三笠】根本不存在解不开的迷！,http://epg.112114.xyz/douyu/7050342
【动漫】记录你的王者峡谷生活~,http://epg.112114.xyz/douyu/9360149
【动漫】超燃怀旧经典,http://epg.112114.xyz/douyu/1174353
【天使点播】动漫直播间,http://epg.112114.xyz/douyu/1487654
【女神金】60帧极致蓝光刀刀陪看,http://epg.112114.xyz/douyu/747764
【小叮当】童年经典动画片,http://epg.112114.xyz/douyu/9445279
【柯南】外表看似小孩，智慧却过于常人,http://epg.112114.xyz/douyu/6484910
【海绵宝宝】黄方块的爆笑生活~,https://epg.112114.xyz/huya/11352919
【童年往事】仨房间画面同步显示点播,http://epg.112114.xyz/douyu/7256376
【经典动漫】9455567,http://epg.112114.xyz/douyu/9455567
【蜡笔小新】绝版画质,http://zzy789.xyz/bili.php?id=21570935
【贝爷MAX厅】科幻动作经典喜剧,http://epg.112114.xyz/douyu/4332
【贝爷影厅】经典科幻动作灾难巨兽,http://epg.112114.xyz/douyu/252802
七台河公共,http://39.134.65.149/PLTV/88888888/224/3221225800/1.m3u8?zheild
七台河新闻综合,http://39.134.65.149/PLTV/88888888/224/3221225783/1.m3u8?zheild
七台河新闻综合,http://39.134.65.151/PLTV/88888888/224/3221225783/1.m3u8?zheild
七台河矿区电视台,http://p4.weizan.cn/1275348489/398654743195260966/live.m3u8?zheild
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8?zshangd
七彩戏剧,http://lzoq.hk3c.ml/daili/?id=qcxjhd8m/8000000
七彩戏曲,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
七星关电视台,https://p2.weizan.cn/1681337293/692202026033145509/live.m3u8?zguizd
万年如一柯播南，各位给点电费吧,http://epg.112114.xyz/douyu/1783144
万荣综合,http://pili-live-hls.217.i2863.com/i2863-217/live_217_867556.m3u8?zshanxd
